production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
class3_batch011_sample022000,11,22000,3,Sexism,323000,327000,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,ap ko mard banny ki acting pasand i? agr ni to hijra hi bany rahye sir ye mardo k kam hn hijro k ni.,tu kyun ro rahe hai hijra? tera buddhe hijra to kamjor mard hai. uska kara nehi hota. 🤣🤣🤣🤣,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,tu jis ny maulana ko bola tha wo teri maa behno ka phattar hoga...tujhy bhi aisa samjha hoga..
class3_batch011_sample022001,11,22001,3,Sexism,323001,327001,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,ek randi larki ko itni pazeerai di hai. smjh se bahir hai,randi kise kahte ha aap hi bata do? ye word ghatiya women ke liye hi use karta ha ab deepika ghatiya ha to randi hi bolenge na,r mazy k bat mra jism wo auratn krti hn jin pr thokta bh koi nae.,agar aaj se 40 saal pehley isi tarha ke banner pakarh kar mera jism meri marzi waala naara aapki amma ne maara hota to aap is duniya main ye tweet karney ke liye maujood hi na hoteen 😑😑😑,apke baare me sari dunia sharm khud rahi hai
class3_batch011_sample022002,11,22002,3,Sexism,323002,327002,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,#auratmarch2020 mera jism allah ki marzi.. allah ka to hukam ha tum char dewari me raho .. nd ya nikl k apni nimaish karna chahten,randi kise kahte ha aap hi bata do? ye word ghatiya women ke liye hi use karta ha ab deepika ghatiya ha to randi hi bolenge na,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,ap ko mard banny ki acting pasand i? agr ni to hijra hi bany rahye sir ye mardo k kam hn hijro k ni.,teri maa chod di thi tu samjh le
class3_batch011_sample022003,11,22003,3,Sexism,323003,327003,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,#auratmarch2020 mera jism allah ki marzi.. allah ka to hukam ha tum char dewari me raho .. nd ya nikl k apni nimaish karna chahten,dhoka khane k baad oska aitbar uth jata haa sbsee or dosre mard mai b interest ni rehta...ku k aurat jism k ley ni chahti jbk mard jism k ley chahta😌🙂,tum jesi ghatia aurat ka kam hi ni hai media par.kisi kothhay pe ja aur ulta late ja ke.begherat,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,yar teri maa ko dekhna hoga na bsdk
class3_batch011_sample022004,11,22004,3,Sexism,323004,327004,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,we are supporting #islam and thank you #khalilurrahmanqamar for your beautiful comments against #gashti .  agar ye #aurat hoti to na me aesi zuban use krta aur na koi gairatmand #admi use krta.,ek randi larki ko itni pazeerai di hai. smjh se bahir hai,muslim countries ki leaderships na mard napunsak or hijra hain.. in mein koi dum nahi.. ye kuch nahi kr sakty.. jinnah ki rooh tarapti hogi.. jinnah ne kashmir par attack ka order diya tha..,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,kisi randi ko pta chalna chaheye hai uski maa behn ka naam
class3_batch011_sample022005,11,22005,3,Sexism,323005,327005,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,jahiliyat ki v had hai ye apne ghar me slave ki tarh rahti hai aur bahar kutto jaise bhaunk rhi hai... shame on these ladies,bilo rani tumhari pehchan sirf or sirf hijra huna hai.. na mard,tere baap ka pakistani hai hijra
class3_batch011_sample022006,11,22006,3,Sexism,323006,327006,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,r mazy k bat mra jism wo auratn krti hn jin pr thokta bh koi nae.,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,phir larky beard ky bagiar khusray q lgty hain  wo bhi beard ky bagiar khubsurat lgny chahiye ?,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,tera baap dikha deta uske khaty mein kya hua
class3_batch011_sample022007,11,22007,3,Sexism,323007,327007,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,teri chut me sabhi bhaiyo ka lund reply de randi,original attitude boys ma hota ha aur fake girls ma,agar aaj se 40 saal pehley isi tarha ke banner pakarh kar mera jism meri marzi waala naara aapki amma ne maara hota to aap is duniya main ye tweet karney ke liye maujood hi na hoteen 😑😑😑,bharwe randi
class3_batch011_sample022008,11,22008,3,Sexism,323008,327008,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,agar aaj se 40 saal pehley isi tarha ke banner pakarh kar mera jism meri marzi waala naara aapki amma ne maara hota to aap is duniya main ye tweet karney ke liye maujood hi na hoteen 😑😑😑,teri chut me sabhi bhaiyo ka lund reply de randi,we are supporting #islam and thank you #khalilurrahmanqamar for your beautiful comments against #gashti .  agar ye #aurat hoti to na me aesi zuban use krta aur na koi gairatmand #admi use krta.,jin ko hizab se nafrat he wo nangi ho k ghoome koi in pe thooke ga bhi nahi  aurat khoobsurat pure libas me lagti he mawazna karlen,woh randi hy jo apni behno ki cheezain rakh rahy
class3_batch011_sample022009,11,22009,3,Sexism,323009,327009,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,phir larky beard ky bagiar khusray q lgty hain  wo bhi beard ky bagiar khubsurat lgny chahiye ?,r mazy k bat mra jism wo auratn krti hn jin pr thokta bh koi nae.,you are just girlfriend material no one wants wife like you. itna jism jo sirf admi apni bivi ka dekhta h  apka to sary jahan ne dekha h,shazaib apni baji ko b bejna han aurat march ma agr itne he zruri hai to,ye kia hua ha bhenchod
