production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
class4_batch006_sample031000,6,31000,4,Profane,432000,436000,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod mairi thand se phatt rahi hai,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,naak bandd ho gya bc.,aby teri maa behn ka number dekh lete to acha nahi lagta
class4_batch006_sample031001,6,31001,4,Profane,432001,436001,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,i hate ors bhenchod,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bhenchod why do we even care about such things?
class4_batch006_sample031002,6,31002,4,Profane,432002,436002,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rona araha hai bhenchod why am i such a clown why am i so unimportant,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod what a goal!,rt : asa kon ludo khelta hi bc ....😇,ye bhenchod
class4_batch006_sample031003,6,31003,4,Profane,432003,436003,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bhenchod bht kutti haaalat huwe we he bhai,rt : birthday wali feel hi nai arahi bhenchod,bhenchod kya hai ye sb,bc hn mein ne bhi bola tha maine
class4_batch006_sample031004,6,31004,4,Profane,432004,436004,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,ajeeeeb bc 😒😂,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bhenchod yeh sahi kia hai
class4_batch006_sample031005,6,31005,4,Profane,432005,436005,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : asa kon ludo khelta hi bc ....😇,bhenchod aaj sirf roneka mann kar raha hai,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",😂😂😂😂😂😂 ye chutiye ajeeb se pata nhi kis ny likha tha
class4_batch006_sample031006,6,31006,4,Profane,432006,436006,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod bht kutti haaalat huwe we he bhai,bhenchod aaj sirf roneka mann kar raha hai,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",kbhi bhi bhenchod nahi bolta kabhi
class4_batch006_sample031007,6,31007,4,Profane,432007,436007,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,bhenchod kya hai ye sb,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,code bhee saaf karna hai abheeee bc,mc chup krta hu aurat march ki baat kar raha hu😂
class4_batch006_sample031008,6,31008,4,Profane,432008,436008,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bhenchod aaj sirf roneka mann kar raha hai,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt : itna kia pta chl rha ha tu bhenchod
class4_batch006_sample031009,6,31009,4,Profane,432009,436009,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod mairi thand se phatt rahi hai,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,bauhat sardi hai bc,"rt : abhi tk match mein bhi 70% runs change ho rahe hain, bc"
