production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
class4_batch005_sample030800,5,30800,4,Profane,431800,435800,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,rt : asa kon ludo khelta hi bc ....😇,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhai goli marunga tera jism meri marzi krne wala
class4_batch005_sample030801,5,30801,4,Profane,431801,435801,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : koi physics samjha de bhenchod,,,,",2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,ajeeeeb bc 😒😂,kya pata unki maa chodne wali tera baap hi hai
class4_batch005_sample030802,5,30802,4,Profane,431802,435802,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod kahan phass gaya hoon,🤣🤣😂😂 i was like wtf why did u call me bhenchod
class4_batch005_sample030803,5,30803,4,Profane,431803,435803,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,rt : asa kon ludo khelta hi bc ....😇,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,naak bandd ho gya bc.,"rt :   mard ki marzi hai?  abhi tk mein apne maa baap se pooch le, yahi  pata chal jayega."
class4_batch005_sample030804,5,30804,4,Profane,431804,435804,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod kahan phass gaya hoon,bhenchod aaj sirf roneka mann kar raha hai,i hate ors bhenchod,rt : randi rona 😂
class4_batch005_sample030805,5,30805,4,Profane,431805,435805,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,rt : birthday wali feel hi nai arahi bhenchod,shakl mein mazaq karna chahte hain bc
class4_batch005_sample030806,5,30806,4,Profane,431806,435806,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,bhenchod kya hai ye sb,bc sahi dhoka dekho ghar mein
class4_batch005_sample030807,5,30807,4,Profane,431807,435807,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bhenchod bht kutti haaalat huwe we he bhai,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod mazaq krna pata nahi
class4_batch005_sample030808,5,30808,4,Profane,431808,435808,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,bhenchod exams uff,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,yeh kya harami hai iski maa behan ko chodwata ha
class4_batch005_sample030809,5,30809,4,Profane,431809,435809,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",ajeeeeb bc 😒😂,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,i hate ors bhenchod,apne maa ka phir se lund kar le
