production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
class4_batch003_sample030400,3,30400,4,Profane,431400,435400,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod aaj sirf roneka mann kar raha hai,bhenchod nhi pata ki un ka pta hai
class4_batch003_sample030401,3,30401,4,Profane,431401,435401,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bc bb khatm ho gya but i cant move on,dil sumbhal ja zra bhenchod,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt :   teri maa ka yaar bhai kiya bolti thi tumhara baap ke pass jism ki marzi kya hoti hai ??? #jnu_protest
class4_batch003_sample030402,3,30402,4,Profane,431402,435402,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,i hate ors bhenchod,bhenchod kya hai ye sb,yahan se bhej do
class4_batch003_sample030403,3,30403,4,Profane,431403,435403,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,i hate ors bhenchod,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod mairi thand se phatt rahi hai,bc tereko pata nahin ha
class4_batch003_sample030404,3,30404,4,Profane,431404,435404,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,code bhee saaf karna hai abheeee bc,bhenchod mairi thand se phatt rahi hai,i hate ors bhenchod,chalo ye sab wohi kahta hai koi kuch nahi hota
class4_batch003_sample030405,3,30405,4,Profane,431405,435405,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,nazar lag gayi bhenchod fuck this i knew it would never last,rt : birthday wali feel hi nai arahi bhenchod,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",haha kya chutia hoa maine😂
class4_batch003_sample030406,3,30406,4,Profane,431406,435406,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod kahan phass gaya hoon,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,rt : mera bhi yaar bhai...jindgi jhand ho gya hai bhenchod
class4_batch003_sample030407,3,30407,4,Profane,431407,435407,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,abe bharwe teri maa ki phudi ke lete hain tu
class4_batch003_sample030408,3,30408,4,Profane,431408,435408,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,dil sumbhal ja zra bhenchod,nazar lag gayi bhenchod fuck this i knew it would never last,bc bb khatm ho gya but i cant move on,rt : mera najaiz khandani hai na bc
class4_batch003_sample030409,3,30409,4,Profane,431409,435409,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,rt : chupa raho bc
class4_batch003_sample030410,3,30410,4,Profane,431410,435410,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,neend aa rhi h bc main sone jaa rhi hu 😂,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,pakistan mein abhi tak mohabbat ki bat nae hoti
class4_batch003_sample030411,3,30411,4,Profane,431411,435411,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,rt : asa kon ludo khelta hi bc ....😇,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,"rt : me when i hear ""pakistan zindabad"""
class4_batch003_sample030412,3,30412,4,Profane,431412,435412,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,ajeeeeb bc 😒😂,bc bb khatm ho gya but i cant move on,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bhai tumko yeh pata nhi??? aisa kaun dekh ke rahaa hai??
class4_batch003_sample030413,3,30413,4,Profane,431413,435413,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : koi physics samjha de bhenchod,,,,",main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod aaj sirf roneka mann kar raha hai,rt : birthday wali feel hi nai arahi bhenchod,rt : 100% pata ha.. kya gandu ho ya gandi aurat
class4_batch003_sample030414,3,30414,4,Profane,431414,435414,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,dil sumbhal ja zra bhenchod,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt : tu itni maa chod ke apne baap se milte hi nhi thode saare din teri maa ko le li... bhenchod
class4_batch003_sample030415,3,30415,4,Profane,431415,435415,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,rona araha hai bhenchod why am i such a clown why am i so unimportant,bhenchod kahan phass gaya hoon,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,jab tum apni maa baap ki cheez ho to wo aise hein ke aajkal aik baras badla leta hai. bhenchod
class4_batch003_sample030416,3,30416,4,Profane,431416,435416,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod mairi thand se phatt rahi hai,code bhee saaf karna hai abheeee bc,bhenchod aaj sirf roneka mann kar raha hai,pata ni aap ko goli marne ki zarorat hoti hai ya na
class4_batch003_sample030417,3,30417,4,Profane,431417,435417,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod aaj sirf roneka mann kar raha hai,rt : yeh mera jism meri marzi jo aa sakta ha wo sab bhenchod
class4_batch003_sample030418,3,30418,4,Profane,431418,435418,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,bhenchod exams uff,bc bb khatm ho gya but i cant move on,bhaag chod dety hn jis ny 500 ki tarah dekhaya tha
